"";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12";"Q13";"Q14";"Q15";"Q16";"Q17";"Q18";"Q19";"Q20";"Q21";"Q22";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"E18";"E19";"E20";"E21";"E22";"introelapse";"testelapse";"surveyelapse";"TIPI1";"TIPI2";"TIPI3";"TIPI4";"TIPI5";"TIPI6";"TIPI7";"TIPI8";"TIPI9";"TIPI10";"VCL1";"VCL2";"VCL3";"VCL4";"VCL5";"VCL6";"VCL7";"VCL8";"VCL9";"VCL10";"VCL11";"VCL12";"VCL13";"VCL14";"VCL15";"VCL16";"IP_country";"education";"urban";"gender";"engnat";"age";"screenw";"screenh";"hand";"religion";"orientation";"race";"voted";"married";"familysize";"surveyaccurate";"major";"extr";"neur";"amab";"cons";"aber";"rv";"auth"
"214";6;1;3;9;6;9;2;8;9;2;7;4;7;6;7;1;2;9;2;5;2;6;13009;4032;15230;2736;9792;6480;8415;3592;6376;7208;5048;5416;9887;5152;15511;4432;14656;4520;20207;2552;18015;6408;9;189;98;3;7;4;5;6;3;6;4;4;3;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;2;1;24;1280;1024;1;1;1;4;2;1;1;1;"Computer Science";3;6,5;4,5;4;4,5;9;106
"215";4;1;2;9;6;9;2;9;7;1;9;1;9;3;8;1;1;9;4;9;8;1;36851;5995;11817;5036;14113;9493;10645;7275;12558;6501;20478;5160;23397;15713;9847;7774;9659;8812;10881;8208;11360;6514;2;433;147;1;2;5;1;7;1;4;3;3;5;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;27;360;640;1;2;2;4;1;1;2;1;"";1;3;2;4;6;9;108
"216";2;1;2;9;1;9;1;9;9;1;8;2;8;1;9;1;1;9;1;8;9;1;20778;8798;9936;11320;14560;7855;8044;4656;5549;9256;7728;5864;9297;5912;6287;5625;9143;5760;6488;5001;5624;6239;26;182;151;2;6;6;1;7;1;7;7;2;6;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;"US";3;1;1;1;54;1920;1080;1;2;3;4;1;1;3;1;"Computer Science";1,5;6,5;1,5;6,5;6,5;14;99
"217";1;1;1;9;1;9;1;9;8;1;9;1;9;2;8;1;1;9;1;8;8;1;6862;3909;5417;3603;7926;6165;8716;3243;5910;3974;5918;3211;15224;8877;10514;5163;5285;3787;4216;6897;4327;4479;12;135;113;2;2;5;6;5;1;5;3;6;4;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;26;1440;900;1;2;1;4;2;1;2;1;"Biochemistry";1,5;3,5;6;4;4,5;13;97
"218";7;1;5;9;5;9;7;5;6;6;9;6;9;2;8;1;6;9;6;9;9;1;35028;13376;50359;7208;24544;17439;37327;44695;8856;34440;20232;27703;13440;16680;23385;16478;30299;37976;31043;11192;14032;9864;234;529;923;1;7;6;6;2;1;6;6;2;2;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;27;1920;1080;1;2;1;4;2;1;1;1;"MIS";1;6,5;4;6;2;10;127
"219";3;1;1;9;1;9;1;8;9;1;9;2;7;1;7;1;1;8;1;8;7;3;9311;4687;10337;2500;7990;4585;4579;7851;5275;2742;2638;2421;9695;2479;25741;3914;6108;7835;4478;4608;3103;2368;6;136;112;3;2;7;6;3;2;5;3;5;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;2;1;1;37;2560;1440;1;2;2;4;2;3;2;1;"";2,5;3,5;5,5;5;2;13;94
"220";1;1;3;7;3;5;1;9;8;2;8;2;7;2;7;1;2;9;1;7;5;1;8041;3750;9498;8730;32704;12226;8666;6411;7168;7117;10235;5301;12173;16813;35686;13418;8668;8934;17348;6952;7664;6584;29;256;195;2;3;6;7;7;1;5;3;1;3;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;20;1920;1080;1;6;1;4;2;1;2;1;"Accounting";1,5;4;4;4,5;5;9;90
"221";2;5;1;8;1;9;2;4;8;3;8;6;6;4;9;1;1;3;3;8;5;3;6977;6302;2060;5437;5668;8059;4824;4632;6000;5065;5617;4000;9836;5896;5042;2490;8203;9000;4421;4407;9137;3794;2;128;93;2;3;5;6;3;1;3;6;3;2;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;"US";3;2;1;1;25;1920;1200;1;2;1;4;1;1;2;1;"Electrical engineering";1,5;3;4,5;5,5;2,5;13;93
"222";6;1;2;5;3;4;3;3;6;5;3;6;3;6;6;5;6;7;3;4;3;2;15041;5961;12731;7743;36358;11846;12869;5115;13356;11926;11409;7170;12188;13235;8886;14758;25740;10763;15551;24886;3055;6807;28;289;179;2;4;2;6;5;4;6;2;6;5;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;19;1280;800;1;4;1;4;2;1;3;1;"Electrical Engineering";3;5;6;2;5;9;85
"223";6;1;1;9;5;9;2;8;7;2;9;3;8;1;5;1;2;9;2;8;7;1;9755;6752;13983;4256;14384;11303;9048;4160;7704;6304;6168;8199;8808;7368;13088;6888;8416;5207;8249;7031;8184;9711;18;186;138;1;6;7;1;6;2;5;6;2;3;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;1;1;1;40;1920;1200;1;1;1;4;1;2;4;1;"Information Technology";1,5;5,5;1,5;6,5;4,5;13;99
"224";2;1;1;9;2;9;1;9;8;1;9;1;9;1;9;1;1;9;1;9;8;1;13697;7349;3863;4104;8777;6463;9156;3805;6577;5747;4935;3568;8978;8338;6040;4964;9987;5765;6330;4042;4990;7072;5;146;149;6;1;3;1;7;2;5;3;1;6;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;"US";3;2;1;1;32;1920;1080;1;2;1;4;1;2;3;1;"IT Network Support";4;3;1;3;6,5;14;99
"225";6;2;1;5;3;9;6;6;9;6;4;3;5;6;8;1;5;8;5;4;2;8;18604;11174;18568;7824;15051;10353;11584;6632;7959;11648;6991;18243;9929;7128;8592;6487;11507;5943;11618;5031;6200;7189;26;225;133;2;2;6;3;7;1;3;3;3;2;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";4;3;1;1;49;1280;1024;1;2;1;4;1;2;2;1;"psychology";1,5;2,5;3;4,5;4,5;12;104
"226";2;1;1;9;2;9;2;8;9;2;8;3;8;2;8;1;2;9;2;7;8;3;21816;14896;15515;10637;32352;23136;20533;12403;12117;21300;13320;9699;25403;16584;24886;9149;18187;13632;14820;15835;8848;13884;68;372;1036;5;6;6;1;7;2;6;6;2;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;35;320;568;1;2;1;4;1;2;4;1;"";3,5;6;1,5;6;6,5;9;103
"227";5;1;1;9;3;9;1;9;9;2;8;5;9;2;8;1;1;9;2;9;9;1;14578;7189;12645;4062;9300;8459;7757;3830;4623;9082;8654;5178;10831;11326;6728;5786;5293;10466;15376;5026;8726;5372;16;182;123;2;2;6;5;4;2;7;3;3;4;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;26;1680;1050;1;3;1;4;1;2;2;1;"chemical engineering";2;4,5;4;4,5;4;10;107
"228";5;1;1;9;2;8;1;7;8;2;7;2;8;1;8;1;1;8;1;7;6;1;14187;7103;10852;13351;8850;8875;5112;7448;16537;4100;7644;3285;4390;4594;5364;3120;4649;6114;14090;4475;7794;11024;2;175;130;1;3;3;2;6;2;4;3;4;4;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;2;1;1;23;1920;1080;1;2;1;4;1;1;2;1;"Accounting";1,5;3,5;3;3;5;10;89
"229";2;1;1;9;1;9;1;8;9;1;8;2;8;2;9;1;1;9;2;8;7;1;10978;3231;3464;6017;5719;7088;5521;5717;4112;3768;4416;5552;9761;3248;11391;3425;7504;4176;9804;4768;15385;4551;2;140;128;2;5;6;5;5;1;6;5;3;5;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;"US";4;1;1;1;31;1920;1080;2;2;4;4;1;1;2;1;"History";1,5;5,5;4;5,5;5;15;97
"230";1;1;1;9;1;9;1;8;8;1;9;1;9;2;9;1;1;8;2;9;8;1;9438;4411;8088;3542;10532;28302;14597;25697;8399;6712;7471;16950;13096;12494;9224;8215;8072;9255;49219;8384;7559;5560;14;277;138;2;2;6;6;6;3;4;4;6;6;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;33;1002;563;2;12;2;4;1;1;1;1;"";2,5;3;6;5;6;10;98
"231";3;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;7;1;11596;4637;4371;2168;8641;5070;10575;4338;5955;6092;17226;3269;8991;8990;3885;2853;4855;8940;3951;9996;6573;5500;6;149;106;2;3;5;5;5;1;7;5;4;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;26;2560;1440;1;2;1;4;2;1;3;1;"design";1,5;5;4,5;5;6;13;98
"232";3;2;1;9;2;8;1;9;7;1;8;2;8;1;8;1;1;9;2;8;9;1;8422;3838;6708;2823;15117;10483;4368;2340;7613;4820;5897;3994;7987;3401;6911;29733;3136;13416;17300;3744;3339;11060;10;178;125;2;2;6;3;7;1;6;6;2;4;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;"US";3;2;2;1;30;1440;900;1;1;1;4;0;3;2;1;"Art";1,5;4;2,5;6;5,5;13;96
"233";3;3;2;9;3;9;2;8;9;1;8;2;8;3;6;1;1;9;5;7;9;5;12957;8174;5823;3987;2281;10650;9757;4362;2578;8867;4267;2343;7308;4980;4967;4267;11142;6565;4824;2683;3251;5515;3;133;99;2;6;5;6;4;1;4;3;3;5;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;21;1600;900;2;2;1;4;1;1;3;1;"Aerospace Engineering";1,5;5;4,5;4;4,5;9;107
"234";3;1;1;8;2;9;2;8;9;4;8;3;8;2;7;2;2;9;1;9;9;1;19230;12604;8013;17164;14377;10754;19181;5557;9622;14884;9132;22578;17019;18963;12988;7752;11345;10273;10049;5965;8271;8441;28;276;208;2;4;5;6;6;3;6;4;5;6;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;3;2;1;36;1366;768;2;1;1;4;1;2;4;1;"";2,5;5;5,5;4,5;6;11;104
"235";2;1;1;9;2;8;1;8;7;2;7;2;6;1;5;1;2;8;2;7;7;2;15169;8431;5321;4024;23546;6752;9384;4647;6697;7535;7458;6423;8131;7160;12496;7512;9704;9367;6464;6465;4946;7729;16;186;122;1;2;4;5;5;1;5;3;6;5;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";3;2;1;1;36;1600;900;1;1;3;4;1;1;1;1;"Religious Studies";1;3,5;5,5;3,5;5;12;88
"236";2;1;1;9;2;8;1;9;8;1;9;2;8;2;9;1;1;9;1;9;9;1;11135;3846;7007;4353;18343;14287;9008;12000;10607;6424;4640;4935;14774;7223;7904;6888;7264;5159;12672;6055;3928;9464;9;192;151;4;4;3;5;7;3;5;1;3;6;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;"US";2;1;1;1;20;1920;1080;1;2;5;4;1;1;3;1;"";3,5;4,5;4;2;6,5;14;100
"237";2;5;1;6;1;8;1;8;9;2;8;2;7;1;9;1;3;7;1;8;5;2;10518;8536;14656;9784;6776;8496;5440;3328;10872;6384;5104;4120;9043;5205;7272;7072;12104;12416;3752;5576;7768;3912;16;173;187;5;3;6;2;7;2;3;5;4;6;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";2;2;1;1;43;1680;1050;1;1;1;4;2;2;1;1;"electrical engineering";3,5;3;3;5,5;6,5;12;90
"238";3;1;3;7;2;8;2;8;9;2;9;2;9;2;8;1;3;8;3;9;7;7;3881;3520;2544;8784;6160;10225;6136;2624;4912;5048;4944;7457;9375;5135;6993;4921;9192;6392;7153;4072;17112;7718;2;146;119;1;7;3;5;4;1;6;4;5;7;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";1;2;1;1;17;1600;900;1;1;1;4;2;1;2;1;"";1;6,5;5;3,5;5,5;11;109
"239";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;8;1;12513;4190;4599;6622;4725;8746;5534;3943;7305;5770;5585;4142;5947;7468;5076;6376;4235;5440;3786;3925;4982;4119;3;127;135;5;1;5;4;6;5;5;3;3;6;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;3;1;1;25;360;598;1;2;1;4;1;1;4;1;"";5;3;3,5;4;6;10;99
"240";7;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;13092;2304;3462;3434;27422;6199;3976;2886;15632;2616;4011;2614;5324;3842;13740;6485;21820;2774;12701;1597;7487;2696;19;171;125;5;2;5;6;7;1;5;2;3;3;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";2;2;1;1;20;1600;1200;2;2;1;4;2;1;3;1;"Computer Engineering";3;3,5;4,5;3,5;5;12;100
"241";2;1;1;9;1;9;1;9;9;1;9;2;9;1;9;1;1;9;1;9;9;1;10630;8361;6568;3327;11347;7350;11952;6456;8752;11584;10103;11908;7965;5120;11112;5885;8107;9816;6824;4407;4124;10453;4;183;142;2;3;7;5;7;2;6;7;1;7;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;"US";4;2;1;1;28;1920;1200;1;2;1;4;1;2;1;1;"Computer Science";2;4,5;3;7;7;13;101
"242";1;1;1;9;2;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;5;1;7917;5572;4915;5116;8757;8246;8559;4458;5758;3785;3932;4759;15474;5255;14386;3112;23916;6033;9977;3011;5693;11387;12;172;94;3;3;4;5;6;2;6;4;2;5;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;24;1366;768;1;2;1;4;2;1;3;1;"Anthropology";2,5;4,5;3,5;4;5,5;12;97
"243";3;2;2;9;3;9;2;8;8;2;9;3;8;3;7;1;1;9;2;8;7;2;24301;4396;7400;5059;13652;13843;6229;4766;6943;6548;4998;5367;10867;5630;7865;4852;6415;6446;5795;4128;5146;7583;4;169;145;5;6;5;2;7;2;6;3;2;3;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;19;360;640;1;2;1;4;2;1;4;1;"";3,5;6;2;4;5;9;103
"244";5;2;1;7;4;6;2;4;7;2;6;5;7;3;7;3;3;9;3;8;8;2;9494;15001;7515;5710;12944;8244;9538;11119;9202;6471;8110;11622;8769;8940;10761;16249;8489;6322;14437;6176;9803;13564;17;223;161;5;3;5;3;6;4;5;2;1;6;1;1;1;1;1;0;0;1;0;1;0;0;0;1;1;1;"US";4;2;1;1;29;487;866;3;6;1;5;1;2;4;1;"engineering ";4,5;4;2;3,5;6;10;97
"245";2;1;1;9;1;9;1;7;9;2;9;2;8;1;8;2;2;9;1;9;7;2;10564;8238;5120;3832;9664;8155;4856;4904;8232;5848;6416;5280;10760;4024;7136;6067;7720;3857;10415;3792;8584;5160;21;149;98;5;6;7;2;6;2;6;6;1;6;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;1;1;1;31;1280;1024;1;12;1;4;2;1;2;1;"psychology";3,5;6;1,5;6,5;6;11;99
"246";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;27454;1856;3391;2568;4776;6681;6516;2488;4504;4016;5160;2416;7959;2833;4472;4624;4551;5129;3080;3616;3079;3189;6;115;254;3;6;1;6;7;2;6;1;4;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;27;1600;900;1;1;1;4;2;1;2;1;"History";2,5;6;5;1;6,5;13;100
"247";3;1;1;9;1;9;2;9;9;2;8;2;9;1;8;1;2;9;1;8;6;1;8940;5224;4952;4352;7680;35783;7887;7080;10440;2920;5328;3152;4440;4536;6783;4432;13184;4000;4816;2904;11480;10055;31;173;128;2;1;6;6;5;3;4;6;1;2;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;"US";2;2;1;1;29;1920;1200;1;2;3;4;1;1;4;1;"Software Engineering";2,5;2,5;3,5;6;3,5;11;98
"248";2;1;1;9;1;9;1;8;8;2;8;3;8;2;8;1;1;9;2;9;7;1;8285;4345;5580;3778;9999;6583;5911;6327;3930;4953;6116;3602;10153;7027;5518;3873;6759;3646;4317;3090;4434;5711;17;126;178;3;2;5;2;7;2;6;3;1;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;25;1920;1080;1;2;1;1;2;1;2;1;"math";2,5;4;1,5;4;6,5;13;98
"249";3;1;1;5;1;4;5;7;9;5;9;3;7;1;6;1;3;9;3;9;5;3;30987;6115;8735;10044;12677;21876;24105;9016;6891;32205;15118;9171;24249;13557;19350;11308;55582;11737;23486;9952;15837;20273;3;393;577;1;3;3;5;7;2;4;5;6;7;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;1;1;1;27;1280;1024;1;1;1;4;2;1;2;1;"Psychology";1,5;3,5;5,5;4;7;12;96
"250";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;6986;1602;3705;2505;9578;7242;6537;2750;4573;2759;5271;3502;6747;2514;11108;3067;8178;3601;3613;1927;2707;3086;16;106;102;1;3;6;5;4;1;6;2;2;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;2;1;1;30;1440;900;2;2;1;0;2;2;1;1;"";1;4,5;3,5;4;5;13;100
"251";5;1;1;7;1;9;1;8;9;1;9;2;9;1;9;1;1;9;1;9;9;1;13595;7692;7693;14879;8231;8184;9983;5820;4896;3852;4451;5520;5820;4200;5206;4909;5868;3815;5891;3709;4260;4680;14;145;138;1;3;5;2;6;2;6;5;4;7;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";1;3;1;1;35;1920;1080;2;1;2;5;2;2;1;1;"";1,5;4,5;3;5;6,5;11;98
"252";1;1;1;9;1;9;1;9;8;1;9;1;7;6;7;1;5;9;1;9;7;2;7312;3114;6538;3422;5688;12791;8958;2640;4178;4576;4261;3536;13432;6980;8546;4791;25423;6994;4112;2755;10385;6014;14;157;157;6;6;7;4;6;3;6;5;1;5;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;"US";3;2;1;1;23;1366;768;1;1;1;4;2;1;3;1;"Biology";4,5;6;2,5;6;5,5;8;103
"253";2;1;1;9;2;8;1;9;9;1;9;1;9;3;8;1;1;9;1;9;7;2;11949;2301;4519;6691;6446;6356;9151;4866;5795;3087;3312;3962;4909;13164;8882;9250;7914;5912;4411;6701;7887;13367;127;152;153;2;5;5;5;6;2;6;4;2;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;20;412;732;1;1;1;4;2;1;2;1;"";2;5,5;3,5;4,5;3,5;9;100
"254";2;1;1;9;2;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;29415;9841;25896;5040;15375;8146;11648;4630;8032;9322;8024;4542;16890;10926;8592;6664;7097;11138;27071;4936;5432;11808;17;252;207;2;2;6;1;6;1;6;6;1;2;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;"US";1;1;1;1;24;1280;800;1;2;1;4;1;1;1;1;"";1,5;4;1;6;4;11;101
"255";2;1;1;9;1;9;1;6;9;1;8;2;8;2;8;1;1;9;1;9;9;2;13084;3568;6143;7786;6638;6918;5074;9231;4642;5487;7516;6189;8468;3973;4833;3640;8722;4289;5067;4028;2782;5797;5;136;101;3;6;6;3;7;2;6;7;1;6;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;"US";3;2;2;1;47;1440;900;1;2;1;4;1;2;3;1;"Nursing and Textiles and Clothing";2,5;6;2;6,5;6,5;13;97
"256";1;1;1;9;1;9;1;8;9;1;9;1;9;5;9;1;1;9;2;9;9;1;10403;2780;10015;4304;11986;6344;5119;8462;11841;10201;6346;3549;13677;9325;9411;12347;159753;4338;10393;5482;6476;6623;5;330;148;2;2;6;1;5;1;5;7;1;5;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;20;1600;900;1;2;1;4;2;1;2;1;"";1,5;3,5;1;6,5;5;9;104
"257";3;1;1;9;1;9;1;8;9;1;9;2;8;1;9;1;1;9;1;9;8;1;8255;3638;6320;3570;5968;6116;10352;3772;4088;3850;5224;4014;10328;5610;4408;2714;4822;2572;7036;2214;2866;6616;19;115;85;1;2;5;5;4;1;6;4;3;2;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;"US";4;2;1;1;33;1920;1080;1;2;2;4;2;1;2;1;"microbiology";1;4;4;4,5;3;14;98
"258";3;1;1;9;2;9;1;9;9;2;9;2;9;3;9;1;1;9;3;7;8;1;20002;13266;15488;8518;20215;12240;16792;7804;7669;13451;9084;8194;14146;12214;11487;11642;14580;8518;14846;12011;9645;18421;25;282;225;1;3;2;4;6;1;6;1;4;5;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;1;1;1;27;1440;900;2;2;2;4;1;1;2;1;"Physics/Math";1;4,5;4;1,5;5,5;12;104
"259";4;2;3;8;3;7;4;5;7;4;6;4;6;6;7;3;3;7;5;8;6;4;53342;12099;16966;271166;11831;10068;12551;6981;221860;14250;9802;7398;8567;7149;146186;8900;109366;8633;7384;10550;7133;9517;12;975;404;3;5;5;6;6;1;6;5;3;6;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;"US";2;3;2;1;20;320;568;1;4;1;4;2;1;2;1;"Physics";2;5,5;4,5;5;6;9;106
"260";4;1;3;8;4;9;1;7;9;4;9;1;9;5;9;1;1;9;2;9;9;3;12110;9867;13382;6296;13180;11110;8741;6041;11607;8407;8633;4045;10501;8015;21054;6422;9938;7210;13696;8242;5212;7414;24;212;156;1;2;4;7;2;1;7;7;5;5;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;"US";4;3;1;1;38;1920;1080;1;2;1;4;1;2;3;1;"";1;4,5;6;5,5;3,5;11;112
"261";7;7;6;3;7;4;7;2;8;7;7;8;3;6;3;7;7;3;7;3;3;7;5017;2089;4923;2127;5816;9201;7531;2306;3227;5037;4814;2466;7075;6206;5204;3726;11069;2850;8607;2161;4375;2731;3;110;96;6;6;7;1;3;3;6;7;1;6;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;"US";4;1;1;1;23;1366;768;1;6;1;4;1;1;2;1;"Philosophy";4,5;6;1;7;4,5;13;108
"262";3;1;1;9;3;8;1;8;8;2;8;3;9;2;9;1;1;9;2;8;7;2;16141;5289;17220;5015;12594;13943;7746;6889;7172;7346;5316;9253;22772;9192;7585;7917;9579;4753;52982;8946;5763;5904;30;255;144;1;3;4;6;5;1;4;3;5;3;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";3;1;2;1;22;1360;768;1;2;1;4;1;1;1;1;"Biology";1;3,5;5,5;3,5;4;10;101
"263";3;2;2;8;4;7;2;7;7;3;8;2;8;2;6;2;3;8;3;7;6;3;12778;9609;16778;5369;37404;16985;7250;5144;13129;13826;13626;14266;15570;8953;6865;7393;17962;10529;6658;12225;9721;6017;3;270;286;3;2;4;5;6;3;5;3;4;6;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;18;1600;900;1;2;2;4;2;1;2;1;"History";3;3,5;4,5;3,5;6;10;98
"264";4;1;1;9;2;9;2;6;8;2;8;1;9;2;8;1;1;9;2;8;9;1;18233;4876;9849;4640;12024;8933;12088;5800;6664;7256;10560;8440;9356;7897;7439;7976;7039;7249;6712;4999;5953;8893;5;185;136;2;2;7;5;6;1;5;6;1;6;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";3;2;1;1;24;1600;900;1;1;1;3;2;1;2;1;"psychology";1,5;3,5;3;6,5;6;10;98
"265";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;29484;10812;6220;9310;9895;26840;9143;4338;5386;5340;22121;10293;9726;5680;9269;5739;8741;6710;11141;7842;4840;7023;3;227;536;3;1;2;6;5;7;1;2;7;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;2;1;1;30;1920;1080;1;2;1;4;2;2;1;1;"";5;1;6,5;2;3;13;100
"266";2;1;1;9;3;9;1;8;9;2;9;3;8;3;8;1;1;9;2;9;9;2;10718;4511;6994;11518;11572;7600;7435;5813;8542;12817;10390;7229;12007;7422;9869;6086;7440;6269;18695;4668;6141;6001;17;192;218;1;2;7;5;7;1;6;5;2;4;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;"US";3;1;2;1;39;640;360;1;1;1;4;1;1;1;1;"biology/chemistry";1;4;3,5;6;5,5;13;106
"267";5;1;1;9;5;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;26105;21694;9994;3956;16144;8474;13763;5344;5212;4519;9488;2943;10464;5137;6806;4669;6375;3732;4331;3487;3300;5213;23;184;215;1;7;7;1;7;1;6;3;2;4;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;1;1;1;33;1920;1080;1;2;1;4;1;1;3;1;"Systems Engineering";1;6,5;1,5;5;5,5;13;104
"268";2;1;2;9;2;9;1;7;9;1;9;3;9;5;9;1;1;9;1;9;9;1;8342;3321;7022;3269;13261;8401;14425;7527;7895;4502;6411;7623;10916;7112;10890;4077;7317;5507;8198;6203;3154;10752;1;167;141;2;3;4;6;6;2;6;2;5;7;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;"US";1;2;3;1;25;1920;1080;1;2;5;4;1;1;2;1;"";2;4,5;5,5;3;6,5;14;106
"269";6;1;1;9;1;9;1;9;2;1;8;1;9;4;9;1;1;9;2;8;9;1;18872;6511;11867;5362;12002;10510;11847;10265;9184;9724;12167;6815;11263;13449;13777;9333;11420;9081;18634;20635;14105;13846;18;263;206;6;1;4;3;6;5;6;5;2;7;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;28;768;1024;1;2;1;4;2;1;5;1;"";5,5;3,5;2,5;4,5;6,5;9;95
"270";3;1;1;9;1;9;1;9;9;9;9;3;9;1;9;1;9;9;1;9;6;1;9469;3611;5276;8648;5198;6966;7914;2988;11518;7744;6140;7502;5208;11728;9182;3978;10668;5106;3744;3470;7502;3416;32;150;111;2;3;6;5;7;1;7;6;2;2;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;56;1920;1080;1;2;1;4;2;3;4;1;"";1,5;5;3,5;6;4,5;10;115
"271";3;1;1;9;2;9;1;7;9;1;7;1;9;1;9;1;1;9;1;8;7;1;13656;4975;9505;4175;22028;14247;8372;13091;10114;13393;28318;5728;15658;7828;13562;7800;15130;6398;6658;6519;10396;6115;11;246;177;2;5;4;5;6;3;6;4;4;5;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;"US";4;2;2;1;27;1280;720;2;2;1;4;2;1;3;1;"Anthropology";2,5;5,5;4,5;4;5,5;14;94
